var,scenario,yr_min,yr_max,constraint,dataset_id,title,summary
no3,ssp460,2020,2100,depthmax,no3_ssp460_2020_2100_depthmax,Bio-Oracle Nitrate [depthMax] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp585,2020,2100,depthmax,no3_ssp585_2020_2100_depthmax,Bio-Oracle Nitrate [depthMax] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,baseline,2000,2018,depthmean,no3_baseline_2000_2018_depthmean,Bio-Oracle Nitrate [depthMean] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
"
no3,ssp119,2020,2100,depthmean,no3_ssp119_2020_2100_depthmean,Bio-Oracle Nitrate [depthMean] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp126,2020,2100,depthmean,no3_ssp126_2020_2100_depthmean,Bio-Oracle Nitrate [depthMean] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp245,2020,2100,depthmean,no3_ssp245_2020_2100_depthmean,Bio-Oracle Nitrate [depthMean] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp370,2020,2100,depthmean,no3_ssp370_2020_2100_depthmean,Bio-Oracle Nitrate [depthMean] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp460,2020,2100,depthmean,no3_ssp460_2020_2100_depthmean,Bio-Oracle Nitrate [depthMean] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp585,2020,2100,depthmean,no3_ssp585_2020_2100_depthmean,Bio-Oracle Nitrate [depthMean] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,baseline,2000,2018,depthmin,no3_baseline_2000_2018_depthmin,Bio-Oracle Nitrate [depthMin] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
"
no3,ssp119,2020,2100,depthmin,no3_ssp119_2020_2100_depthmin,Bio-Oracle Nitrate [depthMin] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp126,2020,2100,depthmin,no3_ssp126_2020_2100_depthmin,Bio-Oracle Nitrate [depthMin] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp245,2020,2100,depthmin,no3_ssp245_2020_2100_depthmin,Bio-Oracle Nitrate [depthMin] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp370,2020,2100,depthmin,no3_ssp370_2020_2100_depthmin,Bio-Oracle Nitrate [depthMin] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp460,2020,2100,depthmin,no3_ssp460_2020_2100_depthmin,Bio-Oracle Nitrate [depthMin] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp585,2020,2100,depthmin,no3_ssp585_2020_2100_depthmin,Bio-Oracle Nitrate [depthMin] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,baseline,2000,2018,depthsurf,no3_baseline_2000_2018_depthsurf,Bio-Oracle Nitrate [depthSurf] Baseline 2000-2018.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
"
no3,ssp119,2020,2100,depthsurf,no3_ssp119_2020_2100_depthsurf,Bio-Oracle Nitrate [depthSurf] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp126,2020,2100,depthsurf,no3_ssp126_2020_2100_depthsurf,Bio-Oracle Nitrate [depthSurf] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp245,2020,2100,depthsurf,no3_ssp245_2020_2100_depthsurf,Bio-Oracle Nitrate [depthSurf] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp370,2020,2100,depthsurf,no3_ssp370_2020_2100_depthsurf,Bio-Oracle Nitrate [depthSurf] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp460,2020,2100,depthsurf,no3_ssp460_2020_2100_depthsurf,Bio-Oracle Nitrate [depthSurf] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
no3,ssp585,2020,2100,depthsurf,no3_ssp585_2020_2100_depthsurf,Bio-Oracle Nitrate [depthSurf] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
no3_max (Maximum Nitrate, MMol' 'M-3)
no3_ltmax (Long-term maximum Nitrate, MMol' 'M-3)
no3_mean (Average Nitrate, MMol' 'M-3)
no3_ltmin (Long-term minimum Nitrate, MMol' 'M-3)
no3_min (Minimum Nitrate, MMol' 'M-3)
no3_range (Range Nitrate, MMol' 'M-3)
no3_sd (Standard deviation Nitrate, MMol' 'M-3)
"
thetao,baseline,2000,2019,depthmax,thetao_baseline_2000_2019_depthmax,Bio-Oracle OceanTemperature [depthMax] Baseline 2000-2019.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
"
thetao,ssp119,2020,2100,depthmax,thetao_ssp119_2020_2100_depthmax,Bio-Oracle OceanTemperature [depthMax] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp126,2020,2100,depthmax,thetao_ssp126_2020_2100_depthmax,Bio-Oracle OceanTemperature [depthMax] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp245,2020,2100,depthmax,thetao_ssp245_2020_2100_depthmax,Bio-Oracle OceanTemperature [depthMax] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp370,2020,2100,depthmax,thetao_ssp370_2020_2100_depthmax,Bio-Oracle OceanTemperature [depthMax] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp460,2020,2100,depthmax,thetao_ssp460_2020_2100_depthmax,Bio-Oracle OceanTemperature [depthMax] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp585,2020,2100,depthmax,thetao_ssp585_2020_2100_depthmax,Bio-Oracle OceanTemperature [depthMax] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,baseline,2000,2019,depthmean,thetao_baseline_2000_2019_depthmean,Bio-Oracle OceanTemperature [depthMean] Baseline 2000-2019.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
"
thetao,ssp119,2020,2100,depthmean,thetao_ssp119_2020_2100_depthmean,Bio-Oracle OceanTemperature [depthMean] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp126,2020,2100,depthmean,thetao_ssp126_2020_2100_depthmean,Bio-Oracle OceanTemperature [depthMean] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp245,2020,2100,depthmean,thetao_ssp245_2020_2100_depthmean,Bio-Oracle OceanTemperature [depthMean] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp370,2020,2100,depthmean,thetao_ssp370_2020_2100_depthmean,Bio-Oracle OceanTemperature [depthMean] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp460,2020,2100,depthmean,thetao_ssp460_2020_2100_depthmean,Bio-Oracle OceanTemperature [depthMean] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp585,2020,2100,depthmean,thetao_ssp585_2020_2100_depthmean,Bio-Oracle OceanTemperature [depthMean] SSP585 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,baseline,2000,2019,depthmin,thetao_baseline_2000_2019_depthmin,Bio-Oracle OceanTemperature [depthMin] Baseline 2000-2019.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
"
thetao,ssp119,2020,2100,depthmin,thetao_ssp119_2020_2100_depthmin,Bio-Oracle OceanTemperature [depthMin] SSP119 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp126,2020,2100,depthmin,thetao_ssp126_2020_2100_depthmin,Bio-Oracle OceanTemperature [depthMin] SSP126 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp245,2020,2100,depthmin,thetao_ssp245_2020_2100_depthmin,Bio-Oracle OceanTemperature [depthMin] SSP245 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp370,2020,2100,depthmin,thetao_ssp370_2020_2100_depthmin,Bio-Oracle OceanTemperature [depthMin] SSP370 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
thetao,ssp460,2020,2100,depthmin,thetao_ssp460_2020_2100_depthmin,Bio-Oracle OceanTemperature [depthMin] SSP460 2020-2100.,"Uses attributes recommended by https://cfconventions.org

cdm_data_type = Grid
VARIABLES (all of which use the dimensions [time][latitude][longitude]):
thetao_max (Maximum OceanTemperature, degree_C)
thetao_ltmax (Long-term maximum OceanTemperature, degree_C)
thetao_mean (Average OceanTemperature, degree_C)
thetao_ltmin (Long-term minimum OceanTemperature, degree_C)
thetao_min (Minimum OceanTemperature, degree_C)
thetao_range (Range OceanTemperature, degree_C)
thetao_sd (Standard deviation OceanTemperature, degree_C)
"
